addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,check_date:opening_hours,name,opening_hours:signed,source,source:date,toilets:wheelchair,wheelchair,geometry,diet:vegetarian,internet_access,internet_access:fee,opening_hours,outdoor_seating,website,wikidata,wikipedia,description,diet:vegan,phone,cuisine,shop,brand,brand:wikidata,contact:website,indoor_seating,check_date,payment:mastercard,payment:visa,url,email,contact:facebook,brand:wikipedia,contact:instagram,alt_name,note,operator,stars,name:en,name:nl,name:zh,delivery,takeaway,start_date,old_name,contact:phone,diet:gluten_free,diet:meat,gluten_free,gay,air_conditioning,smoking,check_date:currency:XBT,fax,bar,brewery,capacity,payment:cash,reservation,toilets,level,toilets:access,opening_hours:kitchen,contact:twitter,payment:credit_cards,payment:debit_cards,name:fr,contact:mobile,image,lunch,addr:suburb,contact:email,building:colour,building:levels,name:vi,addr:housename,branch,addr:floor,changing_table,contact:whatsapp,self_service,nodes,building,ref:bag,walking_time
Amsterdam,,11-H,1017TR,Noorderstraat,restaurant,,Piet de Leeuw,,BAG,2014-02-11,,yes,POINT (4.8921422 52.361512),,,,Mo-Su 17:00-22:30,,https://www.pietdeleeuw.nl,,,,,+31 20 623 7181,steak_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.9726891007898
Amsterdam,,19-H,1017TR,Noorderstraat,restaurant,,Sukhothai Thanee,,BAG,2014-02-11,,,POINT (4.8924177 52.3614727),,,,Th-Mo 17:30-22:00,,https://sukhothaithanee.nl,,,,,+31 20 786 6419,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.71296164277436
Amsterdam,,37,1017HP,Vijzelgracht,restaurant,,Proper. Indofood,,BAG,2014-02-11,,,POINT (4.8914637 52.3607992),,,,Tu-Su 15:30-20:00,,https://properindofood.com,,,,,+31 6 45516274,indonesian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.78706865159256
Amsterdam,,43,1017HP,Vijzelgracht,restaurant,,SUSHI GK,,BAG,2014-02-11,,,POINT (4.8914356 52.3606912),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.4175814101298
Amsterdam,,47,1017HP,Vijzelgracht,restaurant,,Iboenda,,BAG,2014-02-11,,,POINT (4.8914217 52.3606013),,,,"Mo 14:00-21:00; Tu 14:00-21:00; We 14:00-21:00; Th 14:00-21:00; Fr 14:00-21:00; Sa 14:00-21:00; Su,PH 15:00-21:00",,http://www.iboenda.nl,,,,,+31 20 775 3118,indonesian,deli,,,,,,,,,,,,,iBoenda,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.1473072789331
Amsterdam,,93-H,1017RZ,Weteringschans,restaurant,,Levant,,BAG,2014-02-11,,,POINT (4.8873509 52.361025),,,,,no,,,,,,,turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.59416907115343
Amsterdam,,29,1017NB,Leidsegracht,restaurant,,Pastini,,,,,,POINT (4.8846668 52.3666231),,,,,,,,,,,,italian,,,,,,2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.11183816253765
Amsterdam,,379-H,1054AD,Nassaukade,restaurant,,Beppe Amsterdam West,,BAG,2014-03-24,,,POINT (4.8784358 52.3647991),,,,,,https://pizzabeppe.nl/amsterdam-west/,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.4251275843327
Amsterdam,,49-H,1054HB,Overtoom,restaurant,,Sawadee ka,,BAG,2014-03-24,,,POINT (4.876817 52.3629744),,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.3115060014299
Amsterdam,,5-H,1054HA,Overtoom,restaurant,,Oresti's Taverna,,BAG,2014-03-24,,,POINT (4.8783821 52.3634426),,,,"We-Th 17:00-01:00 open ""Bar"", We-Th 17:00-22:00 open ""Restaurant""; Fr-Sa 17:00-03:00 open ""Bar"", Fr-Sa 17:00-23:00 open ""Restaurant""",,https://orestistaverna.nl,,,,,+31 20 422 2742,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.88036683921086
Amsterdam,,7,1053DB,Kinkerstraat,restaurant,,Ashoka kinker,,BAG,2014-03-24,,,POINT (4.8758429 52.3680958),,,,,,,,,,,+31 20 341 7812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.754819336251
Amsterdam,,6,1071HD,Willemsparkweg,restaurant,,Pompa Tapas Bar,,BAG,2014-03-24,,limited,POINT (4.8779295 52.3581174),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pompa Tapas Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.21696747118114
Amsterdam,,5,1071AL,Van Baerlestraat,restaurant,,The Seafood Bar,,BAG,2014-03-24,,,POINT (4.8774651 52.3599445),,,,Mo-Su 12:00-22:00,,http://www.theseafoodbar.nl,,,,,+31 20 670 8355,fish,,,,http://www.theseafoodbar.nl/contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.27097130345425
Amsterdam,,28-H,1072BS,Frans Halsstraat,restaurant,,Cafe Caron,,BAG,2014-03-24,,limited,POINT (4.8887898 52.3573983),yes,,,,,https://www.cafecaron.nl,,,,,,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.7270496311016
Amsterdam,,40-H,1072BS,Frans Halsstraat,restaurant,,Rainbowl,,BAG,2014-03-24,,,POINT (4.8886429 52.3569857),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.3640751498833
Amsterdam,,42-H,1072BT,Frans Halsstraat,restaurant,,Van 't Spit,,BAG,2014-03-24,,,POINT (4.888619 52.3567873),,,,Mo-Su 17:00-01:00,,https://vantspit.nl/amsterdam-de-pijp,,,,,+31 20 363 6325,,,,,,,,,,,davide@vantspit.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.3449488962436
,,,,,restaurant,,Chicanos / Tex Mex,,,,,,POINT (4.8843666 52.3636279),,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.60145850136627
Amsterdam,,35,1071AP,Van Baerlestraat,restaurant,,Solo,,,,,,POINT (4.8803931 52.3560295),,,,,,https://www.facebook.com/Soloetenendrinken,,,,,+31 20 662 2655,,,,,,,,,,,,,,,Solo Eten & Drinken,website soloetenendrinken.nl under reconstructio (august 2016).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.4435899304588
Amsterdam,,594,1017EN,Keizersgracht,restaurant,,Red,,,,,limited,POINT (4.8891462 52.3640505),,,,,yes,https://www.restaurantred.nl,,,,,,,,,,,yes,2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.5434321505783
Amsterdam,,498,1017AX,Singel,restaurant,,Sampurna,,,,,limited,POINT (4.8902457 52.3668568),,,,Mo-Su 12:00-22:00,,https://www.sampurna.com,,,,,+31 20 625 3264,indonesian,,,,,,,,,,info@sampurna.com,sampurna.amsterdam,,sampurna.amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.72954886927005
Amsterdam,,504,1017AX,Singel,restaurant,,Studio 2,,,,,no,POINT (4.8904656 52.36682),,,,,,,,,,,,,,,,,,2023-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.98193547863536
Amsterdam,,540,,Singel,restaurant,,Amarylles,no,,,,no,POINT (4.8920349 52.3666156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.17935741682317
Amsterdam,,4,,Vijzelstraat,restaurant,,Ter Marsch & Co,,,,,yes,POINT (4.8930568 52.3665599),,,,,,,,,,,,burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.8672332926186
Amsterdam,,148,1017GR,Kerkstraat,restaurant,,Vatten Ramen,,,,,yes,POINT (4.888799 52.3633111),yes,,,Mo-Su 11:00-22:00,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.67555744867772
Amsterdam,,461,1012WP,Singel,restaurant,,Calf & Bloom,,,,no,no,POINT (4.8916101 52.3671726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.3217772732314
,,,,,restaurant,,Bangkok,,,,,limited,POINT (4.8947099 52.3660053),,,,,,https://www.restaurant-bangkok.nl,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.8125465935534
,,,,,restaurant,,Taiko,,,,,,POINT (4.87924 52.3585627),,,,,,https://www.conservatoriumhotel.com/taiko-restaurant,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.4695489894244
Amsterdam,,59,1017GC,Kerkstraat,restaurant,,Yuzu Dining Bar,,,,,,POINT (4.886092 52.365106),,,,,,https://www.yuzu-diningbar.nl,,,,,,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.7488173596214
Amsterdam,,45,1017GB,Kerkstraat,restaurant,,Las Estrellas,,,,,,POINT (4.885756 52.365306),,,,,yes,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7379286904871
Amsterdam,,46-48,1017GP,Kerkstraat,restaurant,,Brunchie,,,,,,POINT (4.88551 52.36527),,,,09:00-17:00,,https://brunchie.nl/,,,,,+31 20 622 3660,breakfast;lunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.11499062216487
,,,,,restaurant,,Rakang Thaï restaurant,,,,,,POINT (4.881275 52.3696548),,,,,,http://www.rakang.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.5238831305156
Amsterdam,,9,1017BA,Beulingstraat,restaurant,,Beulings,,,,,,POINT (4.887686 52.3679863),,,,,,https://www.beulings.nl/,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.38388795356775
Amsterdam,,6,,Rozenboomsteeg,restaurant,,Rozenboom,,,,,no,POINT (4.8907645 52.3692431),,,,,,http://www.derozenboom.com,,,,,+31 20 622 5024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.2930833622647
Amsterdam,,171,,Weteringschans,restaurant,,La Storia della Vita,,,,,yes,POINT (4.8922941 52.3596722),yes,,,,,,,,,yes,,italian,,,,,,2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.65919125522873
Amsterdam,,7,1054ES,Stadhouderskade,restaurant,,San George,,,,,,POINT (4.8796087 52.3629726),,,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.47683133233616
,,,,,restaurant,,Shanghai Noodle,,,,,no,POINT (4.8925485 52.3680001),,,,,,,,,,,,,,,,,,2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.9231457354098
Amsterdam,,80-82,1017BN,Reguliersdwarsstraat,restaurant,,La Casa Di Michael,,,,,,POINT (4.8938759 52.3659179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.3545485262472
Amsterdam,,86,1017BN,Reguliersdwarsstraat,restaurant,,Thali,,,,,,POINT (4.8940469 52.3658962),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0186333372624
Amsterdam,,88,1017BN,Reguliersdwarsstraat,restaurant,,Memories of India,,,,,limited,POINT (4.8941718 52.36585),,,,,,https://memoriesofindia.nl,,,,,+31 20 623 5710,indian,,,,,,2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.8684375251262
Amsterdam,,108,,Elandsgracht,restaurant,,Balthazar's Keuken,,,,,,POINT (4.8796788 52.3694981),,,,,,,,,,,+31 20 420 2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.6052731880284
Amsterdam,,598,1017KS,Prinsengracht,restaurant,,Buffet van Odette,,,,,,POINT (4.8889892 52.3622855),,,,10:00-24:00,,https://buffet-amsterdam.nl/,,,,,+31 20 423 6034,home_made_food,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.86953050065551
Amsterdam,,2,1071XX,Museumstraat,restaurant,,Rijks,,,,,,POINT (4.8842926 52.3595984),,,,"Tu 18:00+; We-Sa 11:30-15:00, 18:00+",,http://www.rijksrestaurant.nl,,,,,+31 20 674 7555,regional;dutch,,,,,,,,,,info@rijksrestaurant.nl,https://www.facebook.com/pages/Rijks/545736532198003,,https://www.instagram.com/rijksrestaurant/,RIJKS(R),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.7551776700092
Amsterdam,,176,,Kerkstraat,restaurant,,Lavinia Good Food,,,,,limited,POINT (4.8898054 52.3631654),yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.27476909193484
Amsterdam,,2a,1016TV,Elandsgracht,restaurant,,Fou Fow Ramen,,,,,limited,POINT (4.8822664 52.3703042),,,,"Tu-Su 12:00-15:00,17:00-21:00",,https://foufow.nl/,,,,,+31 20 845 0544,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.4982683871812
Amsterdam,,2,1017PT,Leidseplein,restaurant,,New York Steakhouse,,,,,,POINT (4.8831308 52.364509),,,,Mo-Su 17:00-23:00,,https://newyorksteakhouse.nl/,,,,,+31 20 620 9077,steak_house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0064717294955
Amsterdam,,21,1017RE,Leidsekruisstraat,restaurant,,The Pantry,,,,,,POINT (4.8849563 52.3634594),,wlan,,,yes,https://www.thepantry.nl/,,,,,+31 20 620 0922,regional,,,,,yes,,,,,info@thepantry.nl,,,,,,,,The Pantry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.947638751219685
Amsterdam,,366,1054AB,Nassaukade,restaurant,,Blue Pepper,,,,,,POINT (4.8780494 52.3657926),,,,Mo-Su 17:30-22:30,,https://restaurantbluepepper.com/,,,,,,indonesian,,,,,,,,,,,,,,,,,,Blue Pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.4058339289597
Amsterdam,,13-17,1012XK,Voetboogstraat,restaurant,,Silom Thai Brasserie,,,,,no,POINT (4.8908542 52.3682418),,,,Th-Tu 15:00-22:00,,https://silomthaibrasserie.nl/,,,,,+31202442894,thai,,,,,,,,,,info@silomthaibrasserie.nl,,,,Luitenant Cornelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.2144591204866
Amsterdam,,47,1072BD,Eerste Jacob van Campenstraat,restaurant,,Siriphon,,,,,limited,POINT (4.8898758 52.3575399),,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.80644633711535
Amsterdam,,999,1017KM,Prinsengracht,restaurant,,John Dory,,,,,limited,POINT (4.8938737 52.362155),,,,"Tu-Sa 18:00-22:00; Su,Mo off",,https://johndory.nl,,,,,,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.82935057090435
Amsterdam,,358,1016JA,Prinsengracht,restaurant,,Billy's Thai Restaurant,,,,,,POINT (4.8821546 52.3678876),,,,,,http://www.billythai.nl,,,,,,thai,,,,,,2023-05-08,,,,info@billythai.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.75819257884854
Amsterdam,,23,1017GA,Kerkstraat,restaurant,,Ron Gastrobar Oriental,,,,,,POINT (4.8848226 52.3659451),,,,,,https://www.rongastrobaroriental.nl/,,,,,+31 20 223 5352,asian,,,,,,2023-04-10,,,,info@rongastrobaroriental.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.02130555166755
Amsterdam,,17,1017RP,Kleine-Gartmanplantsoen,restaurant,,Sumo,,,,,yes,POINT (4.8838817 52.3633312),,,,,,,,,,,,sushi,,Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.13697895755196
Amsterdam,,384,1016GB,Keizersgracht,restaurant,,Vinkeles,,,,,,POINT (4.8834577 52.3692629),,,,Tu-Sa 19:00-21:30,,https://www.vinkeles.com,Q17195570,nl:Vinkeles,,,+31 20 530 2010,french,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0800913303718
Amsterdam,,413,1017BP,Herengracht,restaurant,,Johannes,,,,,no,POINT (4.8873758 52.3676498),,,,,,https://www.restaurantjohannes.nl/413,,,,,,regional,,,,,,2023-04-10,,,,,,,,,,,,,,,,,,Zuid Zeeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.9287729767692
Amsterdam,,190,1016XA,Lijnbaansgracht,restaurant,,Brasserie Blazer,,,,,,POINT (4.8789301 52.3684385),,,,,,https://www.brasserieblazer.nl/,,,,,,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.13763809575806
Amsterdam,,61,1072XB,Daniël Stalpertstraat,restaurant,,The Avocado Show,,BAG,2014-03-24,,limited,POINT (4.8898565 52.3563069),,wlan,,Mo-Su 08:30-17:00,,https://www.theavocadoshow.com/,,,,,+31 6 30633130,international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.5553014877339
Amsterdam,,703,1017JV,Prinsengracht,restaurant,,Black,,,,,,POINT (4.8844577 52.3653447),,,,Mo-Su 08:30-23:00,yes,https://www.restaurantblack.nl,,,,,+31 20 787 0398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.11685305107696
Amsterdam,,26,1017HK,Vijzelstraat,restaurant,,Nomi,,,,,,POINT (4.8927075 52.3655348),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.88252246358553
,,,,,restaurant,,Thai Fusion,,,,,,POINT (4.8839303 52.3704439),,,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.5405364244335
Amsterdam,,339,1016AZ,Herengracht,restaurant,,Brasserie Ambassade,,,,,,POINT (4.8871515 52.3694082),,,,,,https://brasserieambassade.nl/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.2902978842446
Amsterdam,,422,,Prinsengracht,restaurant,,Sinck,,,,,,POINT (4.8822822 52.3662528),,,,,,,,,,,,,,,,,,2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.9341643699122
Amsterdam,,,1071CX,Paulus Potterstraat,restaurant,,Le Tambourin,,,,,,POINT (4.881202 52.3582777),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Van Gogh Museum,,,,,,,,,400.2775259520618
,,30,1017BM,Reguliersdwarsstraat,restaurant,,Dynasty,,,,,limited,POINT (4.8905934 52.3663165),,,,We-Mo 17:00-23:00,,https://www.restaurantdynasty.nl,,,,,+31 20 626 8400,chinese,,,,,,,,,,reservations@restaurantdynasty.nl,dynastyamsterdam,,restaurantdynasty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fine Eastern Restaurants Nederland,,,,,,,,406.9201895108266
,,,,,restaurant,,Yuan's Hot Pot,,,,,yes,POINT (4.8905324 52.3569617),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.7297245366682
,,,,,restaurant,,Toos & Roos,,,,no,yes,POINT (4.8832856 52.3704586),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.482971794223
Amsterdam,,63,1017GC,Kerkstraat,restaurant,,Los Pilones,,,,,limited,POINT (4.8862655 52.3649905),,,,,yes,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.72894430467005
,,23,1012XK,Voetboogstraat,restaurant,,Bhatti Pasal,,,,,no,POINT (4.8909174 52.3680262),,,,,yes,https://www.bhattipasal.nl/voetboogstraat,,,,,+31206231180,nepalese,,,,,,,,,,info@bhattipasal.nl,bhattipasalamsterdam,,bhattipasal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.5629687031721
,,,,,restaurant,,Rancho,,,,no,limited,POINT (4.8914924 52.368947),,,,,,,,,,,,,,,,,,2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.7160285311166
Amsterdam,,82a,,Stadhouderskade,restaurant,,Padina Bar,,,,,,POINT (4.893177 52.357783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.4498753767031
Amsterdam,,5,1054LJ,Leidsebosje,restaurant,,The Pancake Club,,BAG,2018-08-17,,,POINT (4.8813295 52.3626071),yes,,,,,,,,,,,pancake,,,,,,,,,,,,,,,,,,,,,,,,De Vier Pilaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.16117929647672
Amsterdam,,9,,Huidenstraat,restaurant,,Goodies,,,,,no,POINT (4.8859045 52.3687632),,,,,,https://www.goforthegoodies.nl,,,,,,,,,,,,,,,,info@goforthrgoodies.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.18595436253906
Amsterdam,,17-19,1017BJ,Reguliersdwarsstraat,restaurant,,The Big Apple,,,,,no,POINT (4.8898874 52.3666626),,,,Mo-Su 11:00-00:00,,https://thebigapple.nl/,,,,,+31 20 223 8172,american;grill;international,,,,,,,,,,info@thebigapple.nl,thebigapple.nl,,thebigapple_amsterdam,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.562192064087
Amsterdam,,28,1017BM,Reguliersdwarsstraat,restaurant,,Lion Noir,,,,,yes,POINT (4.8904155 52.3663873),,,,Tu 18:00-00:00; We-Th 12:00-00:00; Fr-Sa 12:00-01:00,yes,https://www.lionnoir.nl/,,,,,+31 20 627 6603,french,,,,,,,,,,reservations@lionnoir.nl,lionnoiramsterdam,,lionnoiramsterdam,,,,,,,,,,2010,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.241702165148
Amsterdam,,9,1072MH,Marie Heinekenplein,restaurant,,Vegan Junk Food Bar,,,,,limited,POINT (4.8916033 52.3572501),no,,,Mo-Su 11:00-24:00,,https://www.veganjunkfoodbar.com,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.1767403095695
Amsterdam,,175,,Weteringschans,restaurant,,Kailash Parbat,,,,,,POINT (4.8924555 52.3596549),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.9636224148282
,,,,,restaurant,,The uptown meat club,,,,,,POINT (4.8774935 52.3598881),,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.781104732787
,,,,,restaurant,,The Beefsteak Club,,,,,,POINT (4.8904706 52.3565873),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.4971346030269
,,,,,restaurant,,Eatmosfera,,,,,no,POINT (4.8951518 52.36608),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.7758939591844
,,13-15,1017BJ,Reguliersdwarsstraat,restaurant,,Il Primo,,,,,limited,POINT (4.8897542 52.3667146),,,,Mo-Su 11:00-00:00,,https://ilprimoristorante.nl/,,,,,+31 20 331 9370,italian,,,,,,,,,,info@ilprimoristorante.nl,Ilprimoristorante,,https://instagram.com/explore/locations/267396886/il-primo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.2927953659627
